review_id,movie_id,summary,content,ground_truth_subjectivity,ground_truth_polarity,sarcasm_score,sarcasm_label,sarcasm_triggers
rw4146197,tt4154756,Not That Good,I don't review much but after watching Avengers : Infinity War thought to write something. So many avengers i feel could not justify every one of them. Movie is decent but they have done cheap trick and incomplete ending. Not impressed.,SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw4179698,tt4154756,"Could have been done better, and so many characters now...crazy","Marvel's biggest issue in my opinion is that there is just too much to take from comics, as it is a giant cluster mess. There is so many marvel characters now that some are just not that great and they shouldn't exist. Black panther is a yawn, and same with the second iron man (pure stupid, along with a 3rd in Banner? Are you kidding me right now?) and new younger spiderboy (even more dumb), which I feel shouldn't be in this series. Then you have that assasin girl (stupid, not even a super hero, just some average joe with moves stronger then aliens? Cmon hollywood!) Speaking of spiderboy (he doesnt deserve to be called man) He should have enough strength and then some to pull that glove off that Thanos hand easily. As i was saying too many plots to pull off. Too many unknowns left on table because of Dr. Strange. No antman was strange too...No real explanation of some things too, like the reality stone. The movie worked, but sloppily in terms of things. Without Thor this movie would have been not very good. There is a reason why Asgard was set on top of the Tree, as they are the most powerful. I really think they are headed for clash with like Galactus and other bigger enemies and when Fox is bought out by Disney it will lead to the Xmen joining too, gets bigger and worse. Good luck.",SUBJECTIVE,NEGATIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks"
rw4149621,tt4154756,HOLY heck!,"Great action from start to finish. But I left the theater like ""WHAT THE HELL JUST HAPPENED?!"" I'm not sure how I really feel about this. May take me awhile to watch again, if I decide to.",SUBJECTIVE,NEGATIVE,0.25,not_sarcastic,"exaggerated_punctuation, all_caps_emphasis"
rw4064220,tt1825683,"Not bad, but don't believe the rotten tomatoes ""critics""","The film was entertaining, but by no stretch is it Marvel's best piece. The main criticism I have is the lack of attachment to the main character. It's unfortunate, but I found myself caring more about the outcome of the villain than the Black Panther. I didn't actually care that much when he ""dies"" in his second challenge, because I was left thinking, to an extent, that he deserved it. What kind of country with so amazing technological innovation and wealth isn't run democratically? It seems almost like an oxymoron to have such powerful weapons and such a weak political system at the same time, but ah well. I guess that's Wakandan culture or something. In summary, the main issue to be resolved in the movie was preventable and stupid. But the rest of the film is pretty cool, so go watch it and make your own mind up",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw4065853,tt1825683,Good but much overrated,"Being an avid book reader, I have watched all but 2 or 3 comic book adaptations since the late 1970s. I have witnessed the change in tone and approach, as well as the the whole world-building process take root in the recent adaptations as the times inevitably changed. What Marvel has done so far is much more commendable than DC, and many examples of Marvel movies of the last 10 years are the living proof of that. However, not all of these adaptations are on par with what we may get to call all-time greats, and I am afraid -despite all the high grades given to the movie by critics- Black Panther is one of them.   Black Panther actually happens to be one of my favorite characters along with Thor, a few X-men and Green Lantern. Time and again, I have read it with utter joy and fulfillment, and have always looked forward to the next issue. Therefore, this movie was one which I looked forward to with extreme enthusiasm. And maybe it was this same enthusiasm that ruined the movie for me, but I sincerely doubt it.   So, as to how I see the movie:  OK, so the casting is right on target, no quarrels there. And so are the visual effects and the setting of the story. However, the story is somewhat shallow, and needlessly comedic at places where it shouldn't be.  Marvel (Disney) has lately started to follow a certain pattern of writing scripts, just like in the Bond movies. A hero, a romantic interest, a villain, a side-kick (or someone who takes on the role of Q from those Bond movies), a moral dilemma... and we are set. This one here is no different, only -as I have said before- somewhat shallow. Also, there happens to be more than one coincidental occurrence which make the story a lot less believable, if you care about those things. All of a sudden, an unexpected piece falls into place, a miraculous twist happens, someone appears out of thin air, and voila... all is well.  The movie that could have delivered so much more at us, ends up delivering a script which can be summarized in just 2 sentences, and a story full of plot holes.  So, how come such a movie garner so much praise, and such high marks? I dunno, honestly, but I have a theory.   Ultimately, I feel like it would be safe to say that this movie was sort of a hype created to promote a black super hero in these trying times and during the re-emergence of needless and disturbing racial tendencies. It was during these times the movie was shot and as such promoted to emphasize equality and fairness among all people. Which is all good and fine, but it still could have done that with a stronger script, with a more coherent and fuller story. The fact that it gets so many high notes is not because of the film that it is, but because of the film it was intended to be. At least, this is my take on the movie, and how the film was reviewed so highly.  I just hope the next installment in the Black Panther saga delivers more, just like the Winter Soldier delivered after the first Captain America adaptation.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw4062117,tt1825683,Great movie....but....,"Black Panther...stunning visuals, great action sequences, a more personal storyline was much welcomed in the MCU, some wonderful support characters who steal more than a few scenes...and yet...well....T'Challa/Chadwick Boseman...hmmmm....dare I say, a bit boring as the main character...not even in the top 10 of enjoyable characters in this movie! Definitely worth seeing though!!",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw8692742,tt9114286,"Amazing, Emotional Film!","This movie was just absolutely amazing. I mean you have Chadwick Boseman passing away to production issues to your new black Panther being anti vaccination. This movie went through so much drama especially for Ryan Coogler and he still delivered an amazing film. He should get a nominee for best director at the Oscars. They balanced the comedy and the seriousness in the movie beautifully. I also loved a lot of the characters like M'Baku, Ironheart and Namor was a great villain. One thing though at least for me is that some of the major events in the film were kinda of predictable. Like Queen Ramonda's death was kinda of obvious because if she was queen but yet there was no Black Panther than obviously her death would make Shuri become the next Black Panther. Although it looked like Shuri was about to straight up kill Namor, you knew he would turn at the end. There were a few surprises though like Killmonger showing up or T'challa's son. Overall though I loved this movie.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw8686152,tt9114286,Still no connection with UCM,"An ok movie, but my expectations were too high. Needed more connection with the entire UCM or hints for future projects. Too much Wakanda itself, I understand that this movie was going to be a Chadwick Boseman memoir, but it was more a Wakanda memorial. I thinks Black Panther is way better than Wakanda Forever, fortunately Namor appeared, without him and Talokanians this movie would've been a 5 out of 10. Let's hope Phase 5 of the UCM learn from Phase 4 mistakes and what fans want and deserve. For me let's put 1. Spider-Man NWH, 2. Shang-Chi, 3. Doctor Strange MOM, 4. Eternals, 5. Wakanda, 6. Black Widow and last the joke of Phase 4 Thor LAT.",SUBJECTIVE,NEGATIVE,0.125,not_sarcastic,all_caps_emphasis
rw8672276,tt9114286,"Good tribute, somewhat average movie","This is a fitting tribute to Chadwick Boseman. It's not overly done, and I feel it's respectful enough, although I'm not entirely satisfied about the cause of the character's death. I agree the character of T'challa shouldnt be replaced, despite Boseman's brother insisting otherwise. There are things I like about the movie, like how Shuri doesnt take the mantle of Black Panther too early, and how she doesnt automatically become queen opon her mother's death. I also like that she is conflicted when she first took the herb. Many to like, but there are some things that I feel make this movie feel average. First, the heart shaped herb. Shuri only succeeded in making the synthetic herb after sampling the properties of the bracelet given by Namor because the fiber is made of ""vibranium rich plant."" If I'm not mistaken, Wakanda is pretty rich in vibranium itself. Second, the MCU has always had one big problem: the villains. Other than Thanos, Loki and Kilmonger, the villains in MCU are pretty weak. Namor is no exception. Third, Shuri led her people to a massacre because she wanted revenge, and the Wakandans still feel she's fit to be the Black Panther? She doesnt even feel guilty about it afterwards. At least make her face the repercussions of her actions and choices. And fourth, Riri Williams aka Ironheart. In the comics, she stole the iron man tech, which I dont like but at least makes sense. In the movie, she made the whole thing from scrap. How the hell did she have the knowledge, materials, and technology to create it from the ground up? I get she's portrayed as a genius but she has neither Stark tech nor the fund. Maybe I just dont like the character. Overall, I give it a 7 because it's a fitting tribute to Boseman and it's still much better than recent Marvel efforts like Thor Love and Thunder and especially the Disney+ series.",SUBJECTIVE,POSITIVE,0.625,sarcastic,"phrase:\bgenius\b, multiple_question_marks, all_caps_emphasis"
rw7190121,tt3480822,A marvel movie not needed,"The story was alright and easy to follow, however, i find myself watching an origin story that was 6-7 years too late. It provided no insight or adding more story to the whole marvel universe, besides possibly introducing 1-3 characters that may show up in future movies.",SUBJECTIVE,NEGATIVE,0.0,not_sarcastic,
rw7116455,tt3480822,"Great action, just wish it came out after sooner","What an opening sequence! The soundtrack, the grainy, gritty camera shots and hints of action/violence really sets the tone of the movie as well as hits home the atrocious nature of Natasha's past.  I would say my biggest gripe with this film is its lack of consequence in the wider mcu, mainly due to its chronological placement. This is set right after civil war and ends right before infinity war. Why marvel decided to tell this story after they killed off the character in endgame still confuses me, as this would've fit perfectly after civil war and should've given black widow the solo film she deserves whilst she was still an alive member of the team.  Overall a really enjoyable action/spy flick, with some funny dialogue and some hard hitting scenes. Looking forward to seeing how Yelena fits into the wider mcu story now.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw7124182,tt3480822,Enjoyable yet Predictable!,"Well, I think it lived up to its hype and finally, Black Widow got a satisfactory movie and a kind of back story in an all 'family' way.  The story is about how Natasha running from the S. H. I. E. L. D after the Sokovian Accords deal, the fun fact is most of the movie takes place between the airport fight and escaping the raft scene in the Civil War. The movie doesn't linearly focus solely on the character Black Widow but also on the introduction of several characters and how it lays the foundation for the next phase. The family saga was very good at the beginning and they all had very good chemistry and the comedic relief was brilliant. The antagonist was like always the cliche MCU one where he has the picture of destroying the whole world and pocket it, the problem was the power of the antagonist was let down in a weird way. Had an okayish ending and a satisfactory post-credit scene.  I was really impressed with the directing, the acting was just superb(special mention to Pugh and Harbour), the comedy was spot on, and really great opening credits. The storyline was kinda flat and predictable but loved all the Easter Eggs and a good movie for all MCU fans.",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"phrase:\bbrilliant\b, all_caps_emphasis"
rw10327683,tt14513804,Good continuation from Falcon and The Winter Soldier,A continuation of the themes and chemistry that made Falcon and The Winter Soldier work. If you liked that show you'll enjoy this. I enjoy that Marvel made the effort. If you look closely enough you see where the reworking was done and why. It's not the movie it could've been but it's an enjoyable watch and it also is a good set up module for future projects in the MCU. I'm really happy for Anthony Mackie because this was a hard needle to thread. Lots of fun moments and action. I also appreciated the incorporation of the Ed Norton Hulk movie which I think was underappreciated. The Hulk is a great character but it's good to see the menace reinstituted from what the original first issue comic was meant to convey.,SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw10330547,tt14513804,Better than I heard,"Just watched this today and was somewhat impressed. I had read reviews before I went to see it and they were generally negative reviews but I thought this was a very good picture. The acting was good, the storyline was good and the action scenes were very good!  Harrison Ford is a good kinda villain. I mean that he does not want to be a villain but has to be a villain. Anthony Mackie is doing his usual good job as a superhero a bit over the top sometimes but otherwise he's very good. His partner is a good sidekick and plays it well. The villain in the movie is actually very good. This is just a well-made movie and I think you'll enjoy it!",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw10327550,tt14513804,Good Marvel movie,"Not as great as the earlier Marvel movies, but still very entertaining. The CGI has improved, which is a relief!  Steve Rogers will always be Captain America in my opinion. Sam Wilson is not a super soldier and wouldn't survive the battles since he is just a human without powers or a super suit like Iron Man.  Harrison Ford had a great introduction into the MCU and is a good choice for playing the Red Hulk.  Marvel did a good job getting the original actors to reprise their roles in the MCU, even if their parts were short.  Hopefully, this movie is a step in the right direction towards making great movies again and restarting the Avengers. No more forced social messages; let's make superheroes as Stan Lee meant them to be.",SUBJECTIVE,POSITIVE,0.125,not_sarcastic,all_caps_emphasis
rw3466006,tt3498820,Fun Avengers movie,Totally enjoyed the movie. I've been a Captain America fan since the first movie. No one disappoints but Spider- Man. Since when did they hire a 12 year old to play the part?? Otherwise loved black panther and his accent. Scarlet Witch's abilities. Ant man's humor and his talents. Buckee and the brotherly relationship with Captain. Iron Man's quips. Ultrons sense of ethics. Black Widows martial art moves. Captain America's justifications. Nightwing's (?) toys. Hawkeye's cool factor. So it may seem like I'm being harsh on this Spider-Man actor. But it's hard to watch a Spider-Man who looks weak after watching the last two actors that portrayed him. Plus Marisa Tomei is spidey's great aunt?? In what universe?!?,SUBJECTIVE,POSITIVE,0.25,not_sarcastic,"multiple_question_marks, exaggerated_punctuation"
rw3459271,tt3498820,"Its quite similar to BvS honestly, but ....","OK, I like this movie, but i still prefer CAWS better. so far in the MCU universe (not including the X man) I only like Cap, and maybe... antman. The others are just purely entertainment without no thoughts at all. I love BvS despite its flaws, and somehow I saw so many people (especially the critics) are so biased in these 2 movies.   This movie, for me is weird. How do these super hero choose sides? because of friendship? because of ideology, or because of who's the leader?? especially spiderman and antman, which i think their addition was just to make the movie merrier... no depth at all, sorry.   the editing and storyline is better than BvS but that's thanks to the previous MCU build up which BvS doesn't have. this is the advantage that MCU has, good work on it! Snyder and Warner has to learn about this process from MCU... but the writing is bad!   but the idea of the villain was too simple... revenge by making the superheroes fight/kill each other? how did Zemmo know about Seb's situation unless he is a HYDRA and not just a local Sokovian? and a man with such intelligence would only see these superhero fight and not using the advantages he can get from the winter soldiers? and just relying on a camera record? (how on earth can there be a video camera in the middle of nowhere shooting Bucky's incident from DIFFERENT angle when there's NO one around?)   and the airport fight? its just like a training ground including the fight itself... nobody believes that they would harm each other, and vision's mistake was because he was distracted? by what? he was barely visible in that fight! This Avengers ALWAYS SELF DESTRUCT!! Problems are there because of their own creations! (Stark is always the cause in this case). Whenever these superheroes are together, they always created a HUGE Mess with tons of people being killed! Does anyone know what happened at the end of the airport fight why the rest of cap's side were suddenly in that prison?   aaannd...as a superhero, they should have the ability to investigate the truth and not just to believe a very simple statement. I wonder if its not Bucky, will Cap defended him till the end? I find all this frustrating.   The good side of this movie are the jokes. it was funny, although it only happened a few times, notoriously when Spidy was around. Credit to Tom Holland. He nailed it! I can't wait to see the next Spiderman movie. I hope the writing and storyline would be good because the actor certainly proved that he is GOOD!   costumes were great (didn't understand why BP took of his mask right after their first fight), acting were good. Fighting was okay (I prefer BvS fight sequences which was awesome), conversations and dialogs are better than BvS for sure.   so yeah, I think this movie is a must watch for superheroes movie lovers and also for comic book freaks! its entertaining (just shut your brain and enjoy it, that's the trick) and light, with some comedies here and there.   I would title this movie REVENGE though, because this is what is all about.I don't see a Civil War definitely.",SUBJECTIVE,POSITIVE,0.75,sarcastic,"positive_negative_conflict, contrast_flip, multiple_question_marks, all_caps_emphasis"
rw3733244,tt3498820,Good movie!,"Civil War is a good movie. There are are not too many big cons, but they do exist.  Pros  1. Great action. Aside from the annoying sped up parts, all of the action is great. The airport scene, great, the final battle, great. The action is nearly perfect.  2. Good acting. The acting is also good.  3. Characters. The characters are good. They all have clear motives.  4. The plot. The plot is actually pretty good. It's not as good as The Dark Knight's or Logan's plot, but it's still good.  Cons  1. Zemo's plan. It relies on too many coincidences.  2. Sped up sections of fight scenes. When two characters are fighting, it is usually sped up. It is annoying every time it is used.  3. Some parts feel forced. The video of Tony's parents being killed feels really forced. Also; one tiny nitpick. A camera out in the middle of nowhere?  4. The music. You never notice it. It doesn't help set the tone at all. It is so generic, and is in the background so often, that you never notice it.  Final Verdict  7/10, Not the best superhero film ever made. Not even the best MCU film ever made. But it is still better than other films. *Cough Age Of Ultron and Batman V Superman Cough*   It's a good movie, just not great.",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw6717883,tt0458339,The First Avenger,"The story of the film is fairly simplistic, in that Steve Rogers is a skinny boy who gets kicked around a lot but has a heart as big as any, however when a German scientist discovers him when he eventually enlists to the Army on the 12th try (or whatever it was!) He is then part of a ""super-soldier"" program and becomes the superhero Captain America! The main villain in this film is Johann Schmidt and whilst he is not the most outrageous of villains and it's sadly quite boring in places, he does seem like a worthy adversary for Captain America. The film establishes one the favourites of the MCU and the future leader of the Avengers who wears his heart on his sleeve and will die for his country/world without a second thought",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw2471303,tt0458339,Captain America- the last before The Avengers,"So Captain America!... the last superhero movie before the Avengers  And how those this all America movie fair? pretty good to be honest. Even though this movie was pushing the whole American war propaganda a little over the edge I never quite felt the ""america"" in the movie which is a good thing. The sight of Chris Evans portraying Steve Rogers before the super-soldier serum was hilarious but it kinda felt real and non cgi. Kudos to Chris Evans playing a wimp for a change even though only for a short while. Chris Evans was perfect for the role of the young and brave Steve Rogers who later became one of the first known superheroes Captain America. Kudos also to Hugo Weaving who very convincably portrayed the antagonist The red Skull. Both characters were believable were so different in their roles that they actually balanced each other out. As for the rest of the cast. Well Hayley Atwell and Tommy Lee Jones did not contribute much to the acting department. both characters were super underdeveloped especially Atwell who was the romantic interest to Rogers. And Tommy Lee Jonses character was also super clich̩d. The movie had some pacing issues with feelings that some scenes lasted for too long but the action scenes were excellent especially with Captain Americas shield which made a nice ding sound when it hit an opponent.  Overall Cpatin America was an excellent superhero movie which kept me wanting for The Avengers movie even more :)  I give this movie a 8 out of 10",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw2668662,tt0458339,Great Mix of Drama and Action,"My only negatives with Captain America were the annoying montage's. I understood the purpose behind them, but I thought one would be enough, not three.  With that said, I thought Captain America was an Excellent movie. It balanced drama and action really well. I felt that the pacing of the story and how it evolved was really well done. It allowed me to invest into Steve Rogers a.k.a Captain America (Chris Evans). I loved the vulnerability he portrayed in the opening act's and how it remained consistent throughout.  The cast was excellent and were phenomenal in their performances. Tommy Lee Jones who played The Colonel was exceptional and provided some good comic relief. Hayley Atwell did an fantastic job playing Peggy, who was Captain America's love interest. She portrayed her as an equal to Steve Rogers especially in the earlier moments.   Joe Johnston (director) did a good job of setting up the future sequels and tying up some of the past tie's in the Avenger's universe. The integration of Tony Stark's (Ironman) father, Howard Stark, was handled perfectly. You can see the immediate resemblance between Tony and Howard, ""Like Father Like Son"" I suppose. Hugo Weaving as the Red Skull was awesome. Wish i could've seen more of him on screen, and be more menacing. Still though, i felt that he delivered.   The action sequences were incredible. I liked how they were spaced apart. It really added to the tension. The final action sequence's were spectacular.   Apart from the montage's, Captain America was a great watch. There were a few flaws, but they are minor in the grand scheme. I was entertained and engaged for the majority of the film. Can not wait for the sequel.  7.5/10",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw5977396,tt1843866,"Good but Bucky is a Boooring Villain (And Superhero, for that matter)","Less a superhero entry and more of a neat throwback to '70s political thrillers -- esp with the inclusion of Robert Redford as the gov't bad-guy. But sooo much Bucky Barnes! Wouldn't be so bad if the Winter Solider was actually a compelling, interesting villain/superhero. As is, he barely gets 2 pages of dialogue in this 2 1/2 hour flick. And Sebastian Stan provdes here (and sorry, but later in the MCU, too) that he just can't act. He addds nothing to the most boring-ly written character in the MCU.",SUBJECTIVE,NEGATIVE,0.125,not_sarcastic,all_caps_emphasis
rw3087010,tt1843866,Can be hard to follow,"First off, I saw in some of the blurbs that people were saying this movie is better than The Avengers, and I definitely disagree with that assessment. The Avengers had a whole CAST of superheroes, including Iron Man and The Incredible Hulk, fighting a full scale alien invasion of New York city. This movie features one superhero fighting one nefarious government organization, although the organization in question is very resourceful and nefarious indeed.  There are so many plot twists in this film, I can't really describe the storyline without ruining it. I read that it was ""inspired"" by 70's government conspiracy films like Three Days of the Condor, and it definitely seems like it was. Basically everybody is out to betray everybody at some point in this film. To be honest, the intrigue came so quick and fast that I had a hard time keeping up with it, what with my frequent bathroom breaks and messing around on my phone. I guess I shouldn't knock it for that, since I didn't give it my full attention, but I will anyway. It's not a film to multitask with.  The action is, as expected, big and loud, although not quite as compelling as one of the Marvel movies where the main character has actual ""superpowers,"" like Spider-Man swinging through the Big Apple on webs or the Incredible Hulk shrugging off bullets. Captain America's foil, the titular ""winter soldier,"" is more like a cypher than an actual character, and although they try to flesh him out a bit near the end he comes off as rather cardboard and uninspiring. He also allows himself to be manipulated in a way that seems absolutely counter-productive and confusing to me. He looks awfully cool, though.  Scarlett Johannsen is in this film also, reprising her role as the Black Widow, looking as hot as ever. There's a little sexual tension between her and Captain America that I could appreciate, given that their relationship never moves beyond the platonic. Oh, how I know that place so well! Anyway, I suppose her and the handsome fellow who plays Cap turn in acceptable acting jobs, although nothing to write home about. They're surprised and shocked in the appropriate spots, but nothing really emotional or demanding is expected of them. And the ""mastermind"" villain does a pretty good job of leaving the scenery intact, instead of chewing it all to hell.  All in all I say this movie is definitely incredibly action-packed and fun to watch, although a little confusing if you don't play close attention. I think I liked the first one a little better, though, simply because it featured Hugo Weaving playing the Red Skull. I guess if you were to evaluate the movies ""objectively,"" however, Winter Soldier would have to come out on top. I'd have to say I give it a definite ""thumbs up,"" and four stars out of five.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw9116359,tt1843866,The best superhero films are the ones that do not shy away from politics.,"This film marks a turning point in the MCU. All of the preceding films in this franchise were sort of gimmicky and silly but the Russos made a genuine political thriller in the superhero genre. A very intriguing concept.  There is definitely still a lot of campiness to the characters, silliness in the plot, and absurdity in the physics that require a bit of suspension of disbelief.  Steve is still a man from another time and they still give him every opportunity to be an old man, which is kind of endearing but the quippiness of it does get annoying. The best parts of this film are when he applies his rudimentary ethics, that were developed in a time of clearly defined bad guys and good guys, to the modern world. This film adopts the criticism of the war on terror that gained momentum in the US and Europe between 9/11 and the release of this film, which puts Captain America in clear contrast with Iron Man and his three ""anti-terrorism"" movies. This film coming out after the Snowden and Chelsea Manning leaks also gives it teeth in its criticism of mass surveillance, metadata collection, and covert war crimes.  I still don't really like the idea that a shadowy organization is behind all of the terrorism in the world. And it really doesn't make sense that Zola kept Hydra alive given the events of the first film (and how did he go from Nazi Germany to USA to USSR? Soviets were much more harsh on Nazis than America was). The real cause of turmoil in the world is Capitalism and the systems built to uphold it at any cost. But that isn't something these characters address until 6 years after this film's release.  I can handle the nonsense that comes with the concept of superheroes so long as their existence is explored in a cultural or political context. This film does that and it is very cool.",SUBJECTIVE,POSITIVE,0.625,sarcastic,"positive_negative_conflict, contrast_flip, all_caps_emphasis"
rw4709403,tt4154664,Potential to be really good,Brie Larson gave an average performance and her supporting cast constantly stole scenes. The movie lost steam toward the end and I almost fell asleep. This happened in a scene where Brie was supposed to give a dramatic performance but it fell far short as did my interest at that point. Overall this is a good movie if you are a MCU or action fan.,SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw4730206,tt4154664,A Marvel Movie That Is Allrite But Could Have Been More,"What can I say about this decent or so-so Marvel movie? A surprisingly (I wouldn't say a good performance but kinda energetic) okay performance from Brie Larson, where if you have seen the trailers, she looks kinda dull and you are instantly worried that she wouldn't be able to carry the movie. While her performance is allrite, both Sam Jackson and Ben Mendelsohn, gave a great supporting performance with both Nick Fury and Talos, supporting Captain Marvel in her journey. Her frequent interaction with Fury and their instant chemistry, makes this movie come alive for me and for once a Ben Mendelsohn performance that is not the same as you have seen him before, ever since he broke into Hollywood and playing the same bad guy again and again. His performance as Talos, the kinda leader of Skrulls, an alien race who is involved in a war with the Krees, which Captain Marvel herself is a part of its Starforce, was surprisingly touching and for a moment there I was kinda sorry for their race and wanted him and his race to live. Not to mention Lashana Lynch's performance as Maria Rombeau, Captain Marvel's best friend, who is also good with her constant energy, almost on the same level as Brie, is of course entertaining and her daughter Monica, played by Akira Akbar is also a worthy mention. Speaking about Fury again, the CGI that was utilised to de-age him and Clark Gregg, who portrays the fan-favourite Coulson is flawless as hell, where their first appearances does make you feel a bit unbelievable but as the movie progresses you get absorb into their performance (There's not enough Coulson btw and it is more of a small appearance but they still did good on his face except for that one I think intentional error) and you don't mind the CGI after awhile. Positives aside, there are several flaws with this movie. Firstly, the action sequences. Despite the good CGI used in most of its set pieces, the fight sequences in the movie are bad. Speaking about making cheap fight sequences, this movie had plenty. No doubt Brie Larson and other actors trained so hard for their role, the way the filmmakes shot and edited the fight sequences are terrible. Secondly, the musical score. The first MCU movie composed by a female should be a good thing rite? Well I find the score pretty much underwhelming with several themes barely move you at all as an audience. Compared to other musical scores in the MCU, whereby they are not memorable but at least when you watch the movie you wanna shake your head or at least the music moves you. Here waiting for the Post-credits sequence feels so dull and uneventful. Lastly, the direction. Directed by both Anna Boden and Ryan Fleck, the filmmaking duo behind critically acclaimed Half Nelson and Mississippi Grind, should be making a great Marvel movie just like Taika Waititi and James Gunn did, where they moved from an Indie background to making blockbusters. But instead this movie feels very dull and the 90's period feels very off, in this case it doesn't feel like the 90's at all. A constant reminder that this movie is set in the 90's with songs and nostalgia is constantly throughout the movie but if not for that, this movie should or definitely set in the present. Some of the shots are unmemorable and speaking about the action, clearly the duo have no experience in shooting action and as opposed to the aforementioned duo of Gunn and Waititi, despite having no background in action whatsoever, they did good there. Overall, depsite some negativities and positivities, Captain Marvel is an allrite movie and knowing Marvel's track record, this is a step down from what they used to do and here's hoping that the Russo Brothers will improve Captain Marvel's image or character in Endgame.",SUBJECTIVE,POSITIVE,1.0,sarcastic,"phrase:\bof course\b, positive_negative_conflict, contrast_flip, multiple_question_marks, all_caps_emphasis"
rw4711105,tt4154664,Ok,"Come with low expectations then enjoyed the movie even some scenes give ""meh"" or ""too good to be true"" kinda reaction but overall it's okay",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
rw9935063,tt6263850,A Hilarious yet Flawed Union - Deadpool & Wolverine Review,"The highly anticipated pairing of Deadpool and Wolverine has finally hit the screens, and while it delivers an abundance of laughter and action, it falls short of being a truly exceptional film due to some pacing and scripting issues.  One of the standout aspects of this movie is the return of Hugh Jackman as Wolverine, who slips back into the iconic role with ease. His presence is a welcome addition to the film, and his chemistry with Ryan Reynolds' Deadpool is undeniable. Reynolds, too, shines as the Merc with a Mouth, bringing his signature wit and irreverence to the role.  The opening scene sets the tone for the film, showcasing an impressive action sequence that seamlessly blends humor and intensity. This tone is maintained throughout the movie, with plenty of laugh-out-loud moments that will leave audiences entertained. However, some of these moments feel stretched or overly reliant on Reynolds' quick wit, which can become exhausting at times.  One of the primary issues with the film is its scripting. While the dialogue is often hilarious, some of Ryan Reynolds' lines feel too heavy-handed and could have been shortened or edited down for better flow. This is particularly noticeable in the film's second act, where the pacing begins to drag due to an overabundance of exposition and meandering subplots.  Despite these flaws, the film's strengths lie in its ability to balance humor and heart. The dynamic between Deadpool and Wolverine is genuinely engaging, and their banter is some of the film's highlights. The action sequences are also well-choreographed and visually stunning, making for an immersive viewing experience.  In conclusion, while Deadpool & Wolverine is an enjoyable film with plenty of laughs and exciting moments, it falls short of being a truly exceptional movie due to some scripting and pacing issues. With some tighter editing and more concise dialogue, this film could have reached its full potential. Nonetheless, fans of both characters will find plenty to love, and the chemistry between Jackman and Reynolds makes for a compelling watch.  Rating: 7/10  Recommendation: If you're a fan of either Deadpool or Wolverine, or enjoy action-comedies with a healthy dose of irreverence, this film is definitely worth watching. However, viewers seeking a more streamlined narrative may find themselves slightly disappointed.",SUBJECTIVE,POSITIVE,0.5,possible_sarcasm,"positive_negative_conflict, contrast_flip"
rw9921601,tt6263850,It knows what it is,"The title of this might be misleading, but I did enjoy the film. It knows it's an action-packed superhero movie that you can turn your brain off to. There are lines of dialogue that literally allude to this when they exposition-dump on us or set up a fight sequence and it's this kind of meta humor that really makes it work.  There are plenty of funny moments, especially one involving a certain member of the X-Men. The buddy cop dynamic between Deadpool and Wolverine works well. It's got a ton of easter eggs for all the geeks who keep up with the lore, but unlike so many other recent Marvel projects, it doesn't feel like that's the only thing you have to look forward to while you watch it.  I only have two complaints: the fight scenes and the villains. I felt that the earlier Deadpool installments handled the action better. There were moments that made you scared for certain characters in the other movies, but that element was essentially missing from this one. After the first few they start to feel repetitive. There's one fight scene that somewhat compensates towards the film's conclusion, but overall I would've liked some more intensity from some of the others.  The villains felt lackluster. I won't say much because I don't want to spoil anything, but I would've preferred different ones. The ones we got weren't much of a spectacle and the salt in the wound is that the writers behind this are clearly capable of doing so.  It's 7/10 for me, go see it if you like Marvel and superheroes, but I don't think it's one of those superhero stories that can bring in folks outside of that demographic like Invincible.",SUBJECTIVE,POSITIVE,0.0,not_sarcastic,
